region	chr	midPos	Nsites
(440392,440891)(440400,440899)(440400,440900)	Mt	440650	501	0.110554
(440492,440991)(440500,440999)(440500,441000)	Mt	440750	501	0.113668
(440592,441091)(440600,441099)(440600,441100)	Mt	440850	501	0.100274
(440692,441191)(440700,441199)(440700,441200)	Mt	440950	501	0.107164
(440792,441291)(440800,441299)(440800,441300)	Mt	441050	501	0.114485
(440892,441391)(440900,441399)(440900,441400)	Mt	441150	501	0.112122
(440992,441491)(441000,441499)(441000,441500)	Mt	441250	501	0.118407
(441092,441591)(441100,441599)(441100,441600)	Mt	441350	501	0.118111
(441192,441691)(441200,441699)(441200,441700)	Mt	441450	501	0.109543
(441292,441791)(441300,441799)(441300,441800)	Mt	441550	501	0.101910
(441392,441891)(441400,441899)(441400,441900)	Mt	441650	501	0.110426
(441492,441991)(441500,441999)(441500,442000)	Mt	441750	501	0.101303
(441592,442091)(441600,442099)(441600,442100)	Mt	441850	501	0.102384
(441692,442191)(441700,442199)(441700,442200)	Mt	441950	501	0.103287
(441792,442291)(441800,442299)(441800,442300)	Mt	442050	501	0.111410
(441892,442391)(441900,442399)(441900,442400)	Mt	442150	501	0.108245
(441992,442491)(442000,442499)(442000,442500)	Mt	442250	501	0.105180
(442092,442591)(442100,442599)(442100,442600)	Mt	442350	501	0.116622
(442192,442691)(442200,442699)(442200,442700)	Mt	442450	501	0.122551
(442292,442791)(442300,442799)(442300,442800)	Mt	442550	501	0.111955
(442392,442891)(442400,442899)(442400,442900)	Mt	442650	501	0.110947
(442492,442991)(442500,442999)(442500,443000)	Mt	442750	501	0.118348
(442592,443091)(442600,443099)(442600,443100)	Mt	442850	501	0.110942
(442692,443191)(442700,443199)(442700,443200)	Mt	442950	501	0.103668
(442792,443291)(442800,443299)(442800,443300)	Mt	443050	501	0.101730
(442892,443391)(442900,443399)(442900,443400)	Mt	443150	501	0.105562
(442992,443491)(443000,443499)(443000,443500)	Mt	443250	501	0.098472
(443092,443591)(443100,443599)(443100,443600)	Mt	443350	501	0.097112
(443192,443691)(443200,443699)(443200,443700)	Mt	443450	501	0.097643
(443292,443791)(443300,443799)(443300,443800)	Mt	443550	501	0.104192
(443392,443891)(443400,443899)(443400,443900)	Mt	443650	501	0.102803
(443492,443991)(443500,443999)(443500,444000)	Mt	443750	501	0.107921
(443592,444091)(443600,444099)(443600,444100)	Mt	443850	501	0.110999
(443692,444191)(443700,444199)(443700,444200)	Mt	443950	501	0.125389
(443792,444291)(443800,444299)(443800,444300)	Mt	444050	501	0.124294
(443892,444391)(443900,444399)(443900,444400)	Mt	444150	501	0.120392
(443992,444491)(444000,444499)(444000,444500)	Mt	444250	501	0.126143
(444092,444591)(444100,444599)(444100,444600)	Mt	444350	501	0.125754
(444192,444691)(444200,444699)(444200,444700)	Mt	444450	501	0.110510
(444292,444791)(444300,444799)(444300,444800)	Mt	444550	501	0.115998
(444392,444891)(444400,444899)(444400,444900)	Mt	444650	501	0.121574
(444492,444991)(444500,444999)(444500,445000)	Mt	444750	501	0.110556
(444592,445091)(444600,445099)(444600,445100)	Mt	444850	501	0.106701
(444692,445191)(444700,445199)(444700,445200)	Mt	444950	501	0.108776
(444792,445291)(444800,445299)(444800,445300)	Mt	445050	501	0.098522
(444892,445391)(444900,445399)(444900,445400)	Mt	445150	501	0.096832
(444992,445491)(445000,445499)(445000,445500)	Mt	445250	501	0.101826
(445092,445591)(445100,445599)(445100,445600)	Mt	445350	501	0.104982
(445192,445691)(445200,445699)(445200,445700)	Mt	445450	501	0.098782
(445292,445791)(445300,445799)(445300,445800)	Mt	445550	501	0.105309
(445392,445891)(445400,445899)(445400,445900)	Mt	445650	501	0.105512
(445492,445991)(445500,445999)(445500,446000)	Mt	445750	501	0.105126
(445592,446091)(445600,446099)(445600,446100)	Mt	445850	501	0.104490
(445692,446191)(445700,446199)(445700,446200)	Mt	445950	501	0.106830
(445792,446291)(445800,446299)(445800,446300)	Mt	446050	501	0.105821
(445892,446391)(445900,446399)(445900,446400)	Mt	446150	501	0.102534
(445992,446491)(446000,446499)(446000,446500)	Mt	446250	501	0.103452
(446092,446591)(446100,446599)(446100,446600)	Mt	446350	501	0.103950
(446192,446691)(446200,446699)(446200,446700)	Mt	446450	501	0.109165
(446292,446791)(446300,446799)(446300,446800)	Mt	446550	501	0.112973
(446392,446891)(446400,446899)(446400,446900)	Mt	446650	501	0.117412
(446492,446991)(446500,446999)(446500,447000)	Mt	446750	501	0.116518
(446592,447091)(446600,447099)(446600,447100)	Mt	446850	501	0.107406
(446692,447191)(446700,447199)(446700,447200)	Mt	446950	501	0.110601
(446792,447291)(446800,447299)(446800,447300)	Mt	447050	501	0.103711
(446892,447391)(446900,447399)(446900,447400)	Mt	447150	501	0.100905
(446992,447491)(447000,447499)(447000,447500)	Mt	447250	501	0.097470
(447092,447591)(447100,447599)(447100,447600)	Mt	447350	501	0.109649
(447192,447691)(447200,447699)(447200,447700)	Mt	447450	501	0.108681
(447292,447791)(447300,447799)(447300,447800)	Mt	447550	501	0.112424
(447392,447891)(447400,447899)(447400,447900)	Mt	447650	501	0.117876
(447492,447991)(447500,447999)(447500,448000)	Mt	447750	501	0.117361
(447592,448091)(447600,448099)(447600,448100)	Mt	447850	501	0.113178
(447692,448191)(447700,448199)(447700,448200)	Mt	447950	501	0.114648
(447792,448291)(447800,448299)(447800,448300)	Mt	448050	501	0.120574
(447892,448391)(447900,448399)(447900,448400)	Mt	448150	501	0.116448
(447992,448491)(448000,448499)(448000,448500)	Mt	448250	501	0.113358
(448092,448591)(448100,448599)(448100,448600)	Mt	448350	501	0.111821
(448192,448691)(448200,448699)(448200,448700)	Mt	448450	501	0.107216
(448292,448791)(448300,448799)(448300,448800)	Mt	448550	501	0.103639
(448392,448891)(448400,448899)(448400,448900)	Mt	448650	501	0.099689
(448492,448991)(448500,448999)(448500,449000)	Mt	448750	501	0.100406
(448592,449091)(448600,449099)(448600,449100)	Mt	448850	501	0.102934
(448692,449191)(448700,449199)(448700,449200)	Mt	448950	501	0.107408
(448792,449291)(448800,449299)(448800,449300)	Mt	449050	501	0.107510
(448892,449391)(448900,449399)(448900,449400)	Mt	449150	501	0.110524
(448992,449491)(449000,449499)(449000,449500)	Mt	449250	501	0.119359
(449092,449591)(449100,449599)(449100,449600)	Mt	449350	501	0.118814
(449192,449691)(449200,449699)(449200,449700)	Mt	449450	501	0.112249
(449292,449791)(449300,449799)(449300,449800)	Mt	449550	501	0.112710
(449392,449891)(449400,449899)(449400,449900)	Mt	449650	501	0.113053
(449492,449991)(449500,449999)(449500,450000)	Mt	449750	501	0.104613
(449592,450091)(449600,450099)(449600,450100)	Mt	449850	501	0.099707
(449692,450191)(449700,450199)(449700,450200)	Mt	449950	501	0.104757
(449792,450291)(449800,450299)(449800,450300)	Mt	450050	501	0.105503
(449892,450391)(449900,450399)(449900,450400)	Mt	450150	501	0.105311
(449992,450491)(450000,450499)(450000,450500)	Mt	450250	501	0.109807
(450092,450591)(450100,450599)(450100,450600)	Mt	450350	501	0.118112
(450192,450691)(450200,450699)(450200,450700)	Mt	450450	501	0.117333
(450292,450791)(450300,450799)(450300,450800)	Mt	450550	501	0.115490
(450392,450891)(450400,450899)(450400,450900)	Mt	450650	501	0.106084
(450492,450991)(450500,450999)(450500,451000)	Mt	450750	501	0.104085
(450592,451091)(450600,451099)(450600,451100)	Mt	450850	501	0.098289
(450692,451191)(450700,451199)(450700,451200)	Mt	450950	501	0.094723
(450792,451291)(450800,451299)(450800,451300)	Mt	451050	501	0.091337
(450892,451391)(450900,451399)(450900,451400)	Mt	451150	501	0.098712
(450992,451491)(451000,451499)(451000,451500)	Mt	451250	501	0.102756
(451092,451591)(451100,451599)(451100,451600)	Mt	451350	501	0.102493
(451192,451691)(451200,451699)(451200,451700)	Mt	451450	501	0.103424
(451292,451791)(451300,451799)(451300,451800)	Mt	451550	501	0.110433
(451392,451891)(451400,451899)(451400,451900)	Mt	451650	501	0.112240
(451492,451991)(451500,451999)(451500,452000)	Mt	451750	501	0.111687
(451592,452091)(451600,452099)(451600,452100)	Mt	451850	501	0.116691
(451692,452191)(451700,452199)(451700,452200)	Mt	451950	501	0.115240
(451792,452291)(451800,452299)(451800,452300)	Mt	452050	501	0.112460
(451892,452391)(451900,452399)(451900,452400)	Mt	452150	501	0.111951
(451992,452491)(452000,452499)(452000,452500)	Mt	452250	501	0.114618
(452092,452591)(452100,452599)(452100,452600)	Mt	452350	501	0.114117
(452192,452691)(452200,452699)(452200,452700)	Mt	452450	501	0.119527
(452292,452791)(452300,452799)(452300,452800)	Mt	452550	501	0.118369
(452392,452891)(452400,452899)(452400,452900)	Mt	452650	501	0.120699
(452492,452991)(452500,452999)(452500,453000)	Mt	452750	501	0.114179
(452592,453091)(452600,453099)(452600,453100)	Mt	452850	501	0.112354
(452692,453191)(452700,453199)(452700,453200)	Mt	452950	501	0.107948
(452792,453291)(452800,453299)(452800,453300)	Mt	453050	501	0.114047
(452892,453391)(452900,453399)(452900,453400)	Mt	453150	501	0.111468
(452992,453491)(453000,453499)(453000,453500)	Mt	453250	501	0.111868
(453092,453591)(453100,453599)(453100,453600)	Mt	453350	501	0.116601
(453192,453691)(453200,453699)(453200,453700)	Mt	453450	501	0.109110
(453292,453791)(453300,453799)(453300,453800)	Mt	453550	501	0.103644
(453392,453891)(453400,453899)(453400,453900)	Mt	453650	501	0.099034
(453492,453991)(453500,453999)(453500,454000)	Mt	453750	501	0.093612
(453592,454091)(453600,454099)(453600,454100)	Mt	453850	501	0.085897
(453692,454191)(453700,454199)(453700,454200)	Mt	453950	501	0.094284
(453792,454291)(453800,454299)(453800,454300)	Mt	454050	501	0.091500
(453892,454391)(453900,454399)(453900,454400)	Mt	454150	501	0.092532
(453992,454491)(454000,454499)(454000,454500)	Mt	454250	501	0.103549
(454092,454591)(454100,454599)(454100,454600)	Mt	454350	501	0.119581
(454192,454691)(454200,454699)(454200,454700)	Mt	454450	501	0.104000
(454292,454791)(454300,454799)(454300,454800)	Mt	454550	501	0.117630
(454392,454891)(454400,454899)(454400,454900)	Mt	454650	501	0.124515
(454492,454991)(454500,454999)(454500,455000)	Mt	454750	501	0.123860
(454592,455091)(454600,455099)(454600,455100)	Mt	454850	501	0.121971
(454692,455191)(454700,455199)(454700,455200)	Mt	454950	501	0.120664
(454792,455291)(454800,455299)(454800,455300)	Mt	455050	501	0.126363
(454892,455391)(454900,455399)(454900,455400)	Mt	455150	501	0.126312
(454992,455491)(455000,455499)(455000,455500)	Mt	455250	501	0.127455
(455092,455591)(455100,455599)(455100,455600)	Mt	455350	501	0.128267
(455192,455691)(455200,455699)(455200,455700)	Mt	455450	501	0.127268
(455292,455791)(455300,455799)(455300,455800)	Mt	455550	501	0.128423
(455392,455891)(455400,455899)(455400,455900)	Mt	455650	501	0.121875
(455492,455991)(455500,455999)(455500,456000)	Mt	455750	501	0.120127
(455592,456091)(455600,456099)(455600,456100)	Mt	455850	501	0.118839
(455692,456191)(455700,456199)(455700,456200)	Mt	455950	501	0.127686
(455792,456291)(455800,456299)(455800,456300)	Mt	456050	501	0.121442
(455892,456391)(455900,456399)(455900,456400)	Mt	456150	501	0.124769
(455992,456491)(456000,456499)(456000,456500)	Mt	456250	501	0.123539
(456092,456591)(456100,456599)(456100,456600)	Mt	456350	501	0.124439
(456192,456691)(456200,456699)(456200,456700)	Mt	456450	501	0.116884
(456292,456791)(456300,456799)(456300,456800)	Mt	456550	501	0.115728
(456392,456891)(456400,456899)(456400,456900)	Mt	456650	501	0.110079
(456492,456991)(456500,456999)(456500,457000)	Mt	456750	501	0.115758
(456592,457091)(456600,457099)(456600,457100)	Mt	456850	501	0.113646
(456692,457191)(456700,457199)(456700,457200)	Mt	456950	501	0.122291
(456792,457291)(456800,457299)(456800,457300)	Mt	457050	501	0.135904
(456892,457391)(456900,457399)(456900,457400)	Mt	457150	501	0.171817
(456992,457491)(457000,457499)(457000,457500)	Mt	457250	501	0.171587
(457092,457591)(457100,457599)(457100,457600)	Mt	457350	501	0.172278
(457192,457691)(457200,457699)(457200,457700)	Mt	457450	501	0.170602
(457292,457791)(457300,457799)(457300,457800)	Mt	457550	501	0.163668
(457392,457891)(457400,457899)(457400,457900)	Mt	457650	501	0.139047
(457492,457991)(457500,457999)(457500,458000)	Mt	457750	501	0.136535
(457592,458091)(457600,458099)(457600,458100)	Mt	457850	501	0.136947
(457692,458191)(457700,458199)(457700,458200)	Mt	457950	501	0.137686
(457792,458291)(457800,458299)(457800,458300)	Mt	458050	501	0.132672
(457892,458391)(457900,458399)(457900,458400)	Mt	458150	501	0.114896
(457992,458491)(458000,458499)(458000,458500)	Mt	458250	501	0.120905
(458092,458591)(458100,458599)(458100,458600)	Mt	458350	501	0.121492
(458192,458691)(458200,458699)(458200,458700)	Mt	458450	501	0.120307
(458292,458791)(458300,458799)(458300,458800)	Mt	458550	501	0.120436
(458392,458891)(458400,458899)(458400,458900)	Mt	458650	501	0.125825
(458492,458991)(458500,458999)(458500,459000)	Mt	458750	501	0.119615
(458592,459091)(458600,459099)(458600,459100)	Mt	458850	501	0.117692
(458692,459191)(458700,459199)(458700,459200)	Mt	458950	501	0.120699
(458792,459291)(458800,459299)(458800,459300)	Mt	459050	501	0.120469
(458892,459391)(458900,459399)(458900,459400)	Mt	459150	501	0.122137
(458992,459491)(459000,459499)(459000,459500)	Mt	459250	501	0.122693
(459092,459591)(459100,459599)(459100,459600)	Mt	459350	501	0.121776
(459192,459691)(459200,459699)(459200,459700)	Mt	459450	501	0.126192
(459292,459791)(459300,459799)(459300,459800)	Mt	459550	501	0.127660
(459392,459891)(459400,459899)(459400,459900)	Mt	459650	501	0.122535
(459492,459991)(459500,459999)(459500,460000)	Mt	459750	501	0.127368
(459592,460091)(459600,460099)(459600,460100)	Mt	459850	501	0.128459
(459692,460191)(459700,460199)(459700,460200)	Mt	459950	501	0.122635
(459792,460291)(459800,460299)(459800,460300)	Mt	460050	501	0.128059
(459892,460391)(459900,460399)(459900,460400)	Mt	460150	501	0.128142
(459992,460491)(460000,460499)(460000,460500)	Mt	460250	501	0.123490
(460092,460591)(460100,460599)(460100,460600)	Mt	460350	501	0.125210
(460192,460691)(460200,460699)(460200,460700)	Mt	460450	501	0.124112
(460292,460791)(460300,460799)(460300,460800)	Mt	460550	501	0.123678
(460392,460891)(460400,460899)(460400,460900)	Mt	460650	501	0.127470
(460492,460991)(460500,460999)(460500,461000)	Mt	460750	501	0.129239
(460592,461091)(460600,461099)(460600,461100)	Mt	460850	501	0.127495
(460692,461191)(460700,461199)(460700,461200)	Mt	460950	501	0.127205
(460792,461291)(460800,461299)(460800,461300)	Mt	461050	501	0.143213
(460892,461391)(460900,461399)(460900,461400)	Mt	461150	501	0.143737
(460992,461491)(461000,461499)(461000,461500)	Mt	461250	501	0.145198
(461092,461591)(461100,461599)(461100,461600)	Mt	461350	501	0.193776
(461192,461691)(461200,461699)(461200,461700)	Mt	461450	501	0.192633
(461292,461791)(461300,461799)(461300,461800)	Mt	461550	501	0.183418
(461392,461891)(461400,461899)(461400,461900)	Mt	461650	501	0.196786
(461492,461991)(461500,461999)(461500,462000)	Mt	461750	501	0.198376
(461592,462091)(461600,462099)(461600,462100)	Mt	461850	501	0.142911
(461692,462191)(461700,462199)(461700,462200)	Mt	461950	501	0.144669
(461792,462291)(461800,462299)(461800,462300)	Mt	462050	501	0.149733
(461892,462391)(461900,462399)(461900,462400)	Mt	462150	501	0.131140
(461992,462491)(462000,462499)(462000,462500)	Mt	462250	501	0.129130
(462092,462591)(462100,462599)(462100,462600)	Mt	462350	501	0.128014
(462192,462691)(462200,462699)(462200,462700)	Mt	462450	501	0.132149
(462292,462791)(462300,462799)(462300,462800)	Mt	462550	501	0.129738
(462392,462891)(462400,462899)(462400,462900)	Mt	462650	501	0.129848
(462492,462991)(462500,462999)(462500,463000)	Mt	462750	501	0.126851
(462592,463091)(462600,463099)(462600,463100)	Mt	462850	501	0.130329
(462692,463191)(462700,463199)(462700,463200)	Mt	462950	501	0.207106
(462792,463291)(462800,463299)(462800,463300)	Mt	463050	501	0.210395
(462892,463391)(462900,463399)(462900,463400)	Mt	463150	501	0.211307
(462992,463491)(463000,463499)(463000,463500)	Mt	463250	501	0.210018
(463092,463591)(463100,463599)(463100,463600)	Mt	463350	501	0.222593
(463192,463691)(463200,463699)(463200,463700)	Mt	463450	501	0.139716
(463292,463791)(463300,463799)(463300,463800)	Mt	463550	501	0.139323
(463392,463891)(463400,463899)(463400,463900)	Mt	463650	501	0.143391
(463492,463991)(463500,463999)(463500,464000)	Mt	463750	501	0.144615
(463592,464091)(463600,464099)(463600,464100)	Mt	463850	501	0.133170
(463692,464191)(463700,464199)(463700,464200)	Mt	463950	501	0.132747
(463792,464291)(463800,464299)(463800,464300)	Mt	464050	501	0.132146
(463892,464391)(463900,464399)(463900,464400)	Mt	464150	501	0.125774
(463992,464491)(464000,464499)(464000,464500)	Mt	464250	501	0.120805
(464092,464591)(464100,464599)(464100,464600)	Mt	464350	501	0.119474
(464192,464691)(464200,464699)(464200,464700)	Mt	464450	501	0.117345
(464292,464791)(464300,464799)(464300,464800)	Mt	464550	501	0.128887
(464392,464891)(464400,464899)(464400,464900)	Mt	464650	501	0.132528
(464492,464991)(464500,464999)(464500,465000)	Mt	464750	501	0.132238
(464592,465091)(464600,465099)(464600,465100)	Mt	464850	501	0.206374
(464692,465191)(464700,465199)(464700,465200)	Mt	464950	501	0.211797
(464792,465291)(464800,465299)(464800,465300)	Mt	465050	501	0.209482
(464892,465391)(464900,465399)(464900,465400)	Mt	465150	501	0.203119
(464992,465491)(465000,465499)(465000,465500)	Mt	465250	501	0.200457
(465092,465591)(465100,465599)(465100,465600)	Mt	465350	501	0.158087
(465192,465691)(465200,465699)(465200,465700)	Mt	465450	501	0.157854
(465292,465791)(465300,465799)(465300,465800)	Mt	465550	501	0.172742
(465392,465891)(465400,465899)(465400,465900)	Mt	465650	501	0.175294
(465492,465991)(465500,465999)(465500,466000)	Mt	465750	501	0.176519
(465592,466091)(465600,466099)(465600,466100)	Mt	465850	501	0.150356
(465692,466191)(465700,466199)(465700,466200)	Mt	465950	501	0.148235
(465792,466291)(465800,466299)(465800,466300)	Mt	466050	501	0.123512
(465892,466391)(465900,466399)(465900,466400)	Mt	466150	501	0.123241
(465992,466491)(466000,466499)(466000,466500)	Mt	466250	501	0.120706
(466092,466591)(466100,466599)(466100,466600)	Mt	466350	501	0.183386
(466192,466691)(466200,466699)(466200,466700)	Mt	466450	501	0.180473
(466292,466791)(466300,466799)(466300,466800)	Mt	466550	501	0.182138
(466392,466891)(466400,466899)(466400,466900)	Mt	466650	501	0.183472
(466492,466991)(466500,466999)(466500,467000)	Mt	466750	501	0.180798
(466592,467091)(466600,467099)(466600,467100)	Mt	466850	501	0.119040
(466692,467191)(466700,467199)(466700,467200)	Mt	466950	501	0.121115
(466792,467291)(466800,467299)(466800,467300)	Mt	467050	501	0.120315
(466892,467391)(466900,467399)(466900,467400)	Mt	467150	501	0.116064
(466992,467491)(467000,467499)(467000,467500)	Mt	467250	501	0.199594
(467092,467591)(467100,467599)(467100,467600)	Mt	467350	501	0.202528
(467192,467691)(467200,467699)(467200,467700)	Mt	467450	501	0.202914
(467292,467791)(467300,467799)(467300,467800)	Mt	467550	501	0.198508
(467392,467891)(467400,467899)(467400,467900)	Mt	467650	501	0.195268
(467492,467991)(467500,467999)(467500,468000)	Mt	467750	501	0.117879
(467592,468091)(467600,468099)(467600,468100)	Mt	467850	501	0.111028
(467692,468191)(467700,468199)(467700,468200)	Mt	467950	501	0.122855
(467792,468291)(467800,468299)(467800,468300)	Mt	468050	501	0.103550
(467892,468391)(467900,468399)(467900,468400)	Mt	468150	501	0.089516
(467992,468491)(468000,468499)(468000,468500)	Mt	468250	501	0.086691
(468092,468591)(468100,468599)(468100,468600)	Mt	468350	501	0.083559
(468192,468691)(468200,468699)(468200,468700)	Mt	468450	501	0.084565
(468292,468791)(468300,468799)(468300,468800)	Mt	468550	501	0.085246
(468392,468891)(468400,468899)(468400,468900)	Mt	468650	501	0.090815
(468492,468991)(468500,468999)(468500,469000)	Mt	468750	501	0.101370
(468592,469091)(468600,469099)(468600,469100)	Mt	468850	501	0.110041
(468692,469191)(468700,469199)(468700,469200)	Mt	468950	501	0.107055
(468792,469291)(468800,469299)(468800,469300)	Mt	469050	501	0.103621
(468892,469391)(468900,469399)(468900,469400)	Mt	469150	501	0.100182
(468992,469491)(469000,469499)(469000,469500)	Mt	469250	501	0.099456
(469092,469591)(469100,469599)(469100,469600)	Mt	469350	501	0.103182
(469192,469691)(469200,469699)(469200,469700)	Mt	469450	501	0.108158
(469292,469791)(469300,469799)(469300,469800)	Mt	469550	501	0.110128
(469392,469891)(469400,469899)(469400,469900)	Mt	469650	501	0.114238
(469492,469991)(469500,469999)(469500,470000)	Mt	469750	501	0.108108
(469592,470091)(469600,470099)(469600,470100)	Mt	469850	501	0.099605
(469692,470191)(469700,470199)(469700,470200)	Mt	469950	501	0.094890
(469792,470291)(469800,470299)(469800,470300)	Mt	470050	501	0.099918
(469892,470391)(469900,470399)(469900,470400)	Mt	470150	501	0.113369
(469992,470491)(470000,470499)(470000,470500)	Mt	470250	501	0.110256
(470092,470591)(470100,470599)(470100,470600)	Mt	470350	501	0.115072
(470192,470691)(470200,470699)(470200,470700)	Mt	470450	501	0.113200
(470292,470791)(470300,470799)(470300,470800)	Mt	470550	501	0.113876
(470392,470891)(470400,470899)(470400,470900)	Mt	470650	501	0.096307
(470492,470991)(470500,470999)(470500,471000)	Mt	470750	501	0.098703
(470592,471091)(470600,471099)(470600,471100)	Mt	470850	501	0.095073
(470692,471191)(470700,471199)(470700,471200)	Mt	470950	501	0.096887
(470792,471291)(470800,471299)(470800,471300)	Mt	471050	501	0.092380
(470892,471391)(470900,471399)(470900,471400)	Mt	471150	501	0.099684
(470992,471491)(471000,471499)(471000,471500)	Mt	471250	501	0.099679
(471092,471591)(471100,471599)(471100,471600)	Mt	471350	501	0.100041
(471192,471691)(471200,471699)(471200,471700)	Mt	471450	501	0.102855
(471292,471791)(471300,471799)(471300,471800)	Mt	471550	501	0.099286
(471392,471891)(471400,471899)(471400,471900)	Mt	471650	501	0.101477
(471492,471991)(471500,471999)(471500,472000)	Mt	471750	501	0.097406
(471592,472091)(471600,472099)(471600,472100)	Mt	471850	501	0.101200
(471692,472191)(471700,472199)(471700,472200)	Mt	471950	501	0.108918
(471792,472291)(471800,472299)(471800,472300)	Mt	472050	501	0.116069
(471892,472391)(471900,472399)(471900,472400)	Mt	472150	501	0.110439
(471992,472491)(472000,472499)(472000,472500)	Mt	472250	501	0.111939
(472092,472591)(472100,472599)(472100,472600)	Mt	472350	501	0.108221
(472192,472691)(472200,472699)(472200,472700)	Mt	472450	501	0.102276
(472292,472791)(472300,472799)(472300,472800)	Mt	472550	501	0.100710
(472392,472891)(472400,472899)(472400,472900)	Mt	472650	501	0.110798
(472492,472991)(472500,472999)(472500,473000)	Mt	472750	501	0.123384
(472592,473091)(472600,473099)(472600,473100)	Mt	472850	501	0.127359
(472692,473191)(472700,473199)(472700,473200)	Mt	472950	501	0.121819
(472792,473291)(472800,473299)(472800,473300)	Mt	473050	501	0.119419
(472892,473391)(472900,473399)(472900,473400)	Mt	473150	501	0.119580
(472992,473491)(473000,473499)(473000,473500)	Mt	473250	501	0.115068
(473092,473591)(473100,473599)(473100,473600)	Mt	473350	501	0.114882
(473192,473691)(473200,473699)(473200,473700)	Mt	473450	501	0.122051
(473292,473791)(473300,473799)(473300,473800)	Mt	473550	501	0.122479
(473392,473891)(473400,473899)(473400,473900)	Mt	473650	501	0.115496
(473492,473991)(473500,473999)(473500,474000)	Mt	473750	501	0.117296
(473592,474091)(473600,474099)(473600,474100)	Mt	473850	501	0.113706
(473692,474191)(473700,474199)(473700,474200)	Mt	473950	501	0.106700
(473792,474291)(473800,474299)(473800,474300)	Mt	474050	501	0.112641
(473892,474391)(473900,474399)(473900,474400)	Mt	474150	501	0.115804
(473992,474491)(474000,474499)(474000,474500)	Mt	474250	501	0.108760
(474092,474591)(474100,474599)(474100,474600)	Mt	474350	501	0.108974
(474192,474691)(474200,474699)(474200,474700)	Mt	474450	501	0.114608
(474292,474791)(474300,474799)(474300,474800)	Mt	474550	501	0.112238
(474392,474891)(474400,474899)(474400,474900)	Mt	474650	501	0.109271
(474492,474991)(474500,474999)(474500,475000)	Mt	474750	501	0.118891
(474592,475091)(474600,475099)(474600,475100)	Mt	474850	501	0.115313
(474692,475191)(474700,475199)(474700,475200)	Mt	474950	501	0.125010
(474792,475291)(474800,475299)(474800,475300)	Mt	475050	501	0.119540
(474892,475391)(474900,475399)(474900,475400)	Mt	475150	501	0.115236
(474992,475491)(475000,475499)(475000,475500)	Mt	475250	501	0.110939
(475092,475591)(475100,475599)(475100,475600)	Mt	475350	501	0.112424
(475192,475691)(475200,475699)(475200,475700)	Mt	475450	501	0.099248
(475292,475791)(475300,475799)(475300,475800)	Mt	475550	501	0.101038
(475392,475891)(475400,475899)(475400,475900)	Mt	475650	501	0.116234
(475492,475991)(475500,475999)(475500,476000)	Mt	475750	501	0.113622
(475592,476091)(475600,476099)(475600,476100)	Mt	475850	501	0.120724
(475692,476191)(475700,476199)(475700,476200)	Mt	475950	501	0.126885
(475792,476291)(475800,476299)(475800,476300)	Mt	476050	501	0.135328
(475892,476391)(475900,476399)(475900,476400)	Mt	476150	501	0.126310
(475992,476491)(476000,476499)(476000,476500)	Mt	476250	501	0.123150
(476092,476591)(476100,476599)(476100,476600)	Mt	476350	501	0.127833
(476192,476691)(476200,476699)(476200,476700)	Mt	476450	501	0.122346
(476292,476791)(476300,476799)(476300,476800)	Mt	476550	501	0.109649
(476392,476891)(476400,476899)(476400,476900)	Mt	476650	501	0.113900
(476492,476991)(476500,476999)(476500,477000)	Mt	476750	501	0.111585
(476592,477091)(476600,477099)(476600,477100)	Mt	476850	501	0.094770
(476692,477191)(476700,477199)(476700,477200)	Mt	476950	501	0.096862
(476792,477291)(476800,477299)(476800,477300)	Mt	477050	501	0.097233
(476892,477391)(476900,477399)(476900,477400)	Mt	477150	501	0.088016
(476992,477491)(477000,477499)(477000,477500)	Mt	477250	501	0.091238
(477092,477591)(477100,477599)(477100,477600)	Mt	477350	501	0.093442
(477192,477691)(477200,477699)(477200,477700)	Mt	477450	501	0.082722
(477292,477791)(477300,477799)(477300,477800)	Mt	477550	501	0.087291
(477392,477891)(477400,477899)(477400,477900)	Mt	477650	501	0.092078
(477492,477991)(477500,477999)(477500,478000)	Mt	477750	501	0.093018
(477592,478091)(477600,478099)(477600,478100)	Mt	477850	501	0.094861
(477692,478191)(477700,478199)(477700,478200)	Mt	477950	501	0.106331
(477792,478291)(477800,478299)(477800,478300)	Mt	478050	501	0.111649
(477892,478391)(477900,478399)(477900,478400)	Mt	478150	501	0.107362
(477992,478491)(478000,478499)(478000,478500)	Mt	478250	501	0.106206
(478092,478591)(478100,478599)(478100,478600)	Mt	478350	501	0.110367
(478192,478691)(478200,478699)(478200,478700)	Mt	478450	501	0.109714
(478292,478791)(478300,478799)(478300,478800)	Mt	478550	501	0.106387
(478392,478891)(478400,478899)(478400,478900)	Mt	478650	501	0.117601
(478492,478991)(478500,478999)(478500,479000)	Mt	478750	501	0.110178
(478592,479091)(478600,479099)(478600,479100)	Mt	478850	501	0.104341
(478692,479191)(478700,479199)(478700,479200)	Mt	478950	501	0.104657
(478792,479291)(478800,479299)(478800,479300)	Mt	479050	501	0.098642
(478892,479391)(478900,479399)(478900,479400)	Mt	479150	501	0.089659
(478992,479491)(479000,479499)(479000,479500)	Mt	479250	501	0.105161
(479092,479591)(479100,479599)(479100,479600)	Mt	479350	501	0.110011
